Country,Type,Parent,Capacity (GW)
Cambodia,Coal,Hongdou Group Co Ltd,0.025
Cambodia,Coal,Unknown,0.025
Cambodia,Hydropower,China Huadian Group Co Ltd,0.338
Cambodia,Hydropower,China National Heavy Machinery CORP (CHMC),0.246
Cambodia,Hydropower,Hydro Lancang International Energy,0.204
Cambodia,Hydropower,Sinohydro Corp Ltd,0.194
Cambodia,Hydropower,Royal Group,0.156
Cambodia,Hydropower,China Datang Corp Ltd,0.12
Cambodia,Hydropower,Electricity Vietnam International,0.04
Cambodia,Oil and gas,Electricite du Cambodge,0.8005
Cambodia,Utility-scale solar,SchneiTec Renewable Co Ltd,0.1935
Cambodia,Utility-scale solar,Unknown,0.06659501557632398
Cambodia,Utility-scale solar,Prime Road Power PCL (PRIME ROAD),0.06
Cambodia,Utility-scale solar,Total Eren SA,0.06
Cambodia,Utility-scale solar,Trina Solar Co Ltd,0.04
Cambodia,Utility-scale solar,B.Grimm Solar Power,0.03393
Cambodia,Utility-scale solar,JinkoSolar Co Ltd,0.0261
Cambodia,Utility-scale solar,Green Sustainable Ventures (Cambodia) Company LTD (GSV),0.01838006230529595
Cameroon,Hydropower,Actis Group,0.34272
Cameroon,Hydropower,Unknown,0.29208
Cameroon,Hydropower,Government of Cameroon,0.247
Cameroon,Hydropower,EDF Energy Ltd,0.168
Cameroon,Hydropower,International Finance Corp,0.084
Cameroon,Hydropower,Republic of Cameroon,0.0768
Cameroon,Hydropower,Africa50 Infrastructure Fund,0.063
Cameroon,Hydropower,Stoa Infra & Energy,0.042
Cameroon,Hydropower,ENEO Cameroon SA,0.036
Cameroon,Hydropower,Eneo employees,0.033600000000000005
Cameroon,Hydropower,State of Cameroon,0.0198
Cameroon,Oil and gas,British International Investment PLC,0.152
Cameroon,Oil and gas,Norwegian Investment Fund for developing countries,0.152
Cameroon,Oil and gas,Actis LLP,0.030600000000000002
Cameroon,Oil and gas,Government of Cameroon,0.0264
Cameroon,Oil and gas,natural person(s),0.003
Cameroon,Utility-scale solar,Scatec ASA,0.033472999999999996
Cameroon,Utility-scale solar,EB Solaire,0.027080051813471506
Cameroon,Utility-scale solar,ENEO Cameroon SA,0.009026683937823833
Cameroon,Utility-scale solar,Unknown,0.0011
Cameroon,Wind,Unknown,0.1
Canada,Bioenergy,Paper Excellence BV,0.354
Canada,Bioenergy,Unknown,0.3326
Canada,Bioenergy,Ontario Power Generation Inc,0.205
Canada,Bioenergy,Mercer International Inc,0.1465
Canada,Bioenergy,Kruger Inc,0.114
Canada,Bioenergy,I Squared Capital Advisors LLC,0.101
Canada,Bioenergy,Canfor Pulp Products Inc,0.095
Canada,Bioenergy,Emera Inc,0.09
Canada,Bioenergy,Hokuetsu Corp,0.082
Canada,Bioenergy,Canfor Corp,0.078
Canada,Bioenergy,Nanaimo Forest Products Ltd,0.055
Canada,Bioenergy,Eastern Power Ltd,0.045
Canada,Bioenergy,BioNorth Energy LP,0.04
Canada,Bioenergy,Conifex Timber Inc,0.036
Canada,Bioenergy,Aditya Birla Management Corporation Pvt Ltd,0.032
Canada,Bioenergy,TC Energy Corp,0.032
Canada,Bioenergy,West Fraser Timber Co Ltd,0.0285
Canada,Bioenergy,Nexolia Bioenergy Inc,0.028
Canada,Bioenergy,Index Invest International AB,0.0251
Canada,Bioenergy,Fiducie Biothermica,0.025
Canada,Bioenergy,iCON Infrastructure Partners III LP,0.025
Canada,Bioenergy,Others,0.15749999999999997
Canada,Coal,Saskatchewan Power Corp,1.483
Canada,Coal,Emera Inc,1.2578
Canada,Coal,New Brunswick Power Holding Corp,0.49
Canada,Geothermal,DEEP Earth Energy Production Corp. (DEEP),0.005
Canada,Geothermal,FutEra Power Corp,0.005
Canada,Hydropower,Hydro Quebec,36.791
Canada,Hydropower,BC Hydro,13.1
Canada,Hydropower,Ontario Power Generation Inc,7.19375
Canada,Hydropower,Manitoba Hydro-Electric Board,5.81725
Canada,Hydropower,Newfoundland and Labrador Hydro,5.469
Canada,Hydropower,Rio Tinto Group,4.028
Canada,Hydropower,Nalcor Energy,1.789
Canada,Hydropower,Brookfield Renewable Partners LP,1.028
Canada,Hydropower,Saskatchewan Power Corp,0.841
Canada,Hydropower,NB Power,0.839
Canada,Hydropower,TransAlta Corp,0.7495
Canada,Hydropower,FortisBC Inc,0.3915
Canada,Hydropower,Columbia Power,0.39
Canada,Hydropower,Innergex Renewable Energy,0.28716
Canada,Hydropower,Columbia Basin Trust,0.2225
Canada,Hydropower,Nova Scotia Power Inc,0.212
Canada,Hydropower,AltaGas Ltd,0.195
Canada,Hydropower,Keeyask Cree Nations,0.17375
Canada,Hydropower,Axium Infrastructure Inc,0.15668
Canada,Hydropower,Innergex,0.147
Canada,Hydropower,Others,1.0900999999999998
Canada,Nuclear,Ontario Power Generation Inc,13.924
Canada,Nuclear,New Brunswick Electric Power Commission,0.705
Canada,Oil and gas,Ontario Power Generation Inc,4.813
Canada,Oil and gas,Capital Power Generation Services Inc,3.821
Canada,Oil and gas,TransAlta Corp,2.2325999999999997
Canada,Oil and gas,New Brunswick Power Holding Corp,1.84
Canada,Oil and gas,Saskatchewan Power Corp,1.6415
Canada,Oil and gas,Suncor Energy Inc,1.550328
Canada,Oil and gas,Enmax Corp,1.0845
Canada,Oil and gas,Bridgepoint Group PLC,1.08375
Canada,Oil and gas,Energy Capital Partners Management LP,1.08375
Canada,Oil and gas,Constellation Energy Corp,1.063
Canada,Oil and gas,TC Energy Corp,0.815
Canada,Oil and gas,Emera Inc,0.6806
Canada,Oil and gas,Northland Power Inc,0.64076
Canada,Oil and gas,Invenergy LLC,0.584
Canada,Oil and gas,Imperial Oil Ltd,0.566
Canada,Oil and gas,Newfoundland and Labrador Hydro,0.48990000000000006
Canada,Oil and gas,Province of Quebec,0.478
Canada,Oil and gas,Maxim Power Corp,0.45
Canada,Oil and gas,Capital Power Corp,0.4405
Canada,Oil and gas,Eastern Power Ltd,0.3
Canada,Oil and gas,Unknown,0.208518
Canada,Oil and gas,Others,3.94585
Canada,Utility-scale solar,Axium Infrastructure Inc,0.4855624742268041
Canada,Utility-scale solar,Unknown,0.31260000000000004
Canada,Utility-scale solar,Bluearth Renewables Inc,0.19130474226804126
Canada,Utility-scale solar,Connor Clark & Lunn Infrastructure,0.14583333333333334
Canada,Utility-scale solar,Samsung Renewable Energy Inc,0.14383333333333334
Canada,Utility-scale solar,TotalEnergies SE,0.14
Canada,Utility-scale solar,Capital Power Corp,0.116
Canada,Utility-scale solar,Capstone,0.11231999999999999
Canada,Utility-scale solar,Concord Green Energy,0.10407
Canada,Utility-scale solar,RWE Renewables,0.0905
Canada,Utility-scale solar,TC Energy Corp,0.08961
Canada,Utility-scale solar,Innergex Renewable Energy,0.08872
Canada,Utility-scale solar,Elemental Energy,0.08667
Canada,Utility-scale solar,Neoen SA,0.08091
Canada,Utility-scale solar,Firelight Infrastructure Partners,0.07699793814432991
Canada,Utility-scale solar,TransCanada Energy Ltd,0.0764857731958763
Canada,Utility-scale solar,General Land and Power Corp,0.07218556701030929
Canada,Utility-scale solar,ATCO Ltd,0.06528999999999999
Canada,Utility-scale solar,Obton AS,0.06468
Canada,Utility-scale solar,Silicon Ranch Corp,0.058
Canada,Utility-scale solar,Enbridge Inc,0.05741237113402062
Canada,Utility-scale solar,Others,1.3518510652920963
Canada,Wind,TransAlta Corp,1.416
Canada,Wind,Pattern Energy,1.09
Canada,Wind,EDF Renewables,0.96489
Canada,Wind,Enbridge Inc,0.8465
Canada,Wind,Potentia Renewables,0.7606666666666666
Canada,Wind,Innergex Renewable Energy,0.712
Canada,Wind,Boralex Inc,0.69224
Canada,Wind,Axium Infrastructure Inc,0.6872066666666667
Canada,Wind,Capital Power Corp,0.66846
Canada,Wind,NextEra Energy Inc,0.578
Canada,Wind,Capstone Infrastructure Corp,0.5433199999999999
Canada,Wind,Copenhagen Infrastructure Partners P/S,0.494
Canada,Wind,EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship,0.376
Canada,Wind,Northland Power Inc,0.363
Canada,Wind,Enel Green Power SpA,0.362
Canada,Wind,Kruger Energy LP,0.315
Canada,Wind,Engie North America Inc,0.297
Canada,Wind,Acciona Energía SAU,0.28
Canada,Wind,Samsung Renewable Energy Inc,0.243
Canada,Wind,Brookfield Renewable Power Fund,0.217
Canada,Wind,Others,5.792566666666666
Cayman Islands,Oil and gas,Caribbean Utilities Co Ltd,0.15369999999999998
Cayman Islands,Utility-scale solar,Unknown,0.004900000000000001
Central African Republic,Oil and gas,Énergie Centrafricaine,0.05
Central African Republic,Utility-scale solar,Énergie Centrafricaine,0.03529002590673575
Central African Republic,Utility-scale solar,Unknown,0.007221347150259067
Chad,Oil and gas,Societe Nationale d'Electricite du Tchad,0.089
Chad,Utility-scale solar,Global South Utilites (GSU),0.04513341968911917
Chad,Utility-scale solar,Unknown,0.035199999999999995
Chad,Utility-scale solar,Scatec ASA,0.03159339378238342
Chile,Bioenergy,Empresas Copec SA,0.579
Chile,Bioenergy,CMPC Celulosa SA,0.185
Chile,Bioenergy,Unknown,0.077
Chile,Bioenergy,Platinum Equity LLC,0.018
Chile,Bioenergy,Empresas CMPC SA,0.0148
Chile,Bioenergy,Empresas Coipsa SA,0.014
Chile,Bioenergy,Forestal y Papelera Concepción SA,0.0125
Chile,Bioenergy,AES Andes SA,0.0115
Chile,Bioenergy,Masisa SA,0.011
Chile,Bioenergy,Hidrosan Inversiones SA,0.0035
Chile,Bioenergy,Inversiones y Servicios INSER SA,0.0035
Chile,Bioenergy,Oaks Corporation Capital Ltd,0.0035
Chile,Bioenergy,small shareholder(s),0.0035
Chile,Coal,AES Corp,0.86262
Chile,Coal,El Aguila Energy II SpA,0.76
Chile,Coal,Quintero Energía SpA,0.544
Chile,Coal,ENGIE Energía Chile SA,0.355
Chile,Coal,Colbun SA,0.35
Chile,Coal,DL Holdings,0.154
Chile,Coal,Daelim Co Ltd,0.066
Chile,Coal,small shareholder(s),0.008879999999999999
Chile,Geothermal,Empresa Nacional del Petróleo,0.0405
Chile,Geothermal,Enel Chile,0.0405
Chile,Hydropower,Enel Generación Chile SA,3.419
Chile,Hydropower,Colbún SA,1.624
Chile,Hydropower,Pacific Hydro,0.347
Chile,Hydropower,Colbun SA,0.264
Chile,Hydropower,AES Chile,0.236
Chile,Hydropower,Stratkraft,0.159
Chile,Hydropower,Enel Chile SA,0.123
Chile,Hydropower,Empresa Eléctrica Pehuenche SA,0.09
Chile,Hydropower,Duqueco,0.085
Chile,Hydropower,Hydrochile SA,0.06
Chile,Hydropower,Innergex,0.055
Chile,Hydropower,Statkraft AS,0.052469999999999996
Chile,Hydropower,Empresa Eléctrica Pilmaiquén SA,0.041
Chile,Hydropower,Anpac SpA,0.04
Chile,Hydropower,ENGIE SA,0.034
Chile,Hydropower,AES Andes SA,0.031
Chile,Oil and gas,Enel Generación Chile SA,1.956
Chile,Oil and gas,Colbun SA,1.217
Chile,Oil and gas,ENGIE Energía Chile SA,0.639
Chile,Oil and gas,BHP Group Ltd,0.5174
Chile,Oil and gas,I Squared Capital Advisors LLC,0.4322
Chile,Oil and gas,Glenfarne Group LLC,0.36525
Chile,Oil and gas,Partners Group AG,0.36525
Chile,Oil and gas,Andes Mining & Energy SA,0.35095
Chile,Oil and gas,Electricité de France SA,0.35095
Chile,Oil and gas,Grupo Agrisol,0.2432
Chile,Oil and gas,Energía Latina SA,0.22030000000000002
Chile,Oil and gas,General Electric Co,0.20325
Chile,Oil and gas,Empresa Nacional del Petróleo,0.077
Chile,Oil and gas,Empresa Eléctrica de Vallenar SA,0.0684
Chile,Oil and gas,CMPC Celulosa SA,0.0480075
Chile,Oil and gas,natural person(s),0.035230000000000004
Chile,Oil and gas,Inversiones René Fernández Weisser EIRL,0.027100000000000003
Chile,Oil and gas,Empresas CMPC SA,0.0038406000000000004
Chile,Oil and gas,Inversiones Adolfo Mejia Céspedes EIRL,0.0032519999999999997
Chile,Oil and gas,small shareholder(s),0.0021680000000000002
Chile,Utility-scale solar,Unknown,3.457088333333333
Chile,Utility-scale solar,Enel Chile SA,1.56432372
Chile,Utility-scale solar,ENGIE SA,0.6486453333333334
Chile,Utility-scale solar,AES Corp,0.6105012666666666
Chile,Utility-scale solar,Sonnedix,0.5681294666666666
Chile,Utility-scale solar,Metlen Energy & Metals SA,0.5604550666666667
Chile,Utility-scale solar,Acciona SA,0.5307000000000001
Chile,Utility-scale solar,EDF Energies Nouvelles,0.47292800000000007
Chile,Utility-scale solar,Enel SpA,0.3921361333333333
Chile,Utility-scale solar,Mainstream Renewable Power,0.34845299999999996
Chile,Utility-scale solar,Actis LLP,0.32277
Chile,Utility-scale solar,CarbonFree Technology,0.28503764666666664
Chile,Utility-scale solar,Pacific Hydro,0.25490999999999997
Chile,Utility-scale solar,Grenergy Renovables,0.21663000000000002
Chile,Utility-scale solar,ContourGlobal Ltd,0.21136146666666664
Chile,Utility-scale solar,Enel Green Power Chile SA,0.2009944
Chile,Utility-scale solar,WEG Capital,0.16762446666666664
Chile,Utility-scale solar,Innergex Renewable Energy,0.152
Chile,Utility-scale solar,AES Pacíﬁco Chile SpA,0.14877
Chile,Utility-scale solar,Toesca SA,0.141
Chile,Utility-scale solar,Maria Elena Solar SA,0.10701000000000001
Chile,Utility-scale solar,Others,1.5094779333333332
Chile,Wind,Colbun SA,1.055
Chile,Wind,Enel Green Power SpA,0.8191333333333334
Chile,Wind,Mainstream Renewable Power,0.7465
Chile,Wind,Repsol SA,0.509
Chile,Wind,AES Corp,0.4327
Chile,Wind,WPD AG,0.371
Chile,Wind,Innergex Renewable Energy,0.332
Chile,Wind,Acciona Energía SAU,0.312
Chile,Wind,Grupo Ibereólica Renovables,0.3055
Chile,Wind,ENGIE SA,0.3
Chile,Wind,Enel Green Power Chile SA,0.218
Chile,Wind,EDF Renewables,0.1605
Chile,Wind,Enel Chile SA,0.1056
Chile,Wind,Statkraft AS,0.1025
Chile,Wind,EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship,0.09359999999999999
Chile,Wind,Pacific Hydro,0.082
Chile,Wind,Antofagasta Minerals,0.0575
Chile,Wind,Pattern Energy,0.0575
Chile,Wind,Opdenergy SA,0.05
Chile,Wind,Unknown,0.048633333333333334
Chile,Wind,Arroyo Energy,0.042
Chile,Wind,Others,0.10313333333333334
China,Bioenergy,Unknown,9.165859759967578
China,Bioenergy,natural person(s),0.991633148851149
China,Bioenergy,Chongqing Sanfeng Environment Group Corp Ltd,0.9256
China,Bioenergy,Kaidi Ecological and Environmental Technology Co Ltd,0.84
China,Bioenergy,State Power Investment Corp Ltd,0.7346541458541459
China,Bioenergy,Dynagreen Environmental Protection Group Co Ltd,0.639
China,Bioenergy,China Energy Conservation and Environmental Protection Group Co Ltd,0.567
China,Bioenergy,Nine Dragons Global Investments Ltd,0.54
China,Bioenergy,Guangdong Chant Group Inc,0.529
China,Bioenergy,Guangzhou Yongxing Environmental Protection Energy Co Ltd,0.524
China,Bioenergy,Shanghai Kangheng Environment Co Ltd,0.46775
China,Bioenergy,Everbright Green Energy (Anhui) Holdings Co Ltd,0.415
China,Bioenergy,Grandblue Environment Co Ltd,0.3993
China,Bioenergy,China Everbright Environment (Group) Co Ltd,0.39806
China,Bioenergy,China Everbright International Co Ltd,0.387
China,Bioenergy,Shenzhen Energy Group Co Ltd,0.37521
China,Bioenergy,Guangdong Shaoneng Group Co Ltd,0.37056
China,Bioenergy,Guangzhou Huantou Yongxing Group Co Ltd,0.318
China,Bioenergy,Shenzhen Energy and Environmental Protection Co Ltd,0.3175
China,Bioenergy,State Grid Corporation of China,0.29199776271632555
China,Bioenergy,Li Ang Ecological Energy Co Ltd,0.265
China,Bioenergy,Others,15.993575182610803
China,Coal,Huaneng Power International Inc,75.2751421978022
China,Coal,China Energy Investment Corp,61.33545066933067
China,Coal,China Shenhua Energy Co Ltd,54.51540630869131
China,Coal,China Resources Power Holdings Co Ltd,42.86216315684315
China,Coal,GD POWER Development Co Ltd,41.664594720279716
China,Coal,Datang International Power Generation Co Ltd,39.36522023976024
China,Coal,China Datang Corp Ltd,38.963211572079004
China,Coal,China Huadian Corp Ltd,38.76595147499207
China,Coal,Huadian Power International Co Ltd,38.0314027245509
China,Coal,State Power Investment Corp Ltd,34.847597252747256
China,Coal,Zhejiang Zheneng Electric Power Co Ltd,33.407786073926076
China,Coal,China Huaneng Group Co Ltd,25.386717552447553
China,Coal,Unknown,20.87402310811757
China,Coal,Beijing Jingneng Power Co Ltd,20.80166844155844
China,Coal,Guangdong Electric Power Development Co Ltd,18.60405
China,Coal,An Hui Wenergy Co Ltd,15.880536463536464
China,Coal,Shaanxi Coal and Chemical Industry Co Ltd,14.1556144005994
China,Coal,China Power International Development Co Ltd,12.475354125874127
China,Coal,Huaihe Energy Holding Group Co Ltd,12.353412147852149
China,Coal,Jiangsu Guoxin Corp Ltd,12.337
China,Coal,Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd,11.93648
China,Coal,Others,598.2596623690117
China,Geothermal,Xizang Huadian Geothermal Development Co Ltd,0.0144
China,Hydropower,China Yangzi River Three Gorges Group Co Ltd,39.444300000000005
China,Hydropower,State Grid Xinyuan Co Ltd,30.372
China,Hydropower,Unknown,21.8004
China,Hydropower,State Power Investment Group Upper Yellow River Hydropower Development Co Ltd,12.835
China,Hydropower,China Huaneng Group Co Ltd,11.952
China,Hydropower,publicly traded shares,10.226299999999998
China,Hydropower,China Southern Power Grid Peak Shaving and Frequency Modulation Power Generation Co Ltd,10.182
China,Hydropower,State Development Investment Corporation Power Shareholding Co Ltd,9.424
China,Hydropower,Sichuan Chuantou Energy Shareholding Co Ltd,9.01
China,Hydropower,State Energy Investment Dadu River Valley Hydropower Development Co Ltd,8.822
China,Hydropower,Yunnan Province Energy Investment Group Co Ltd,8.375350000000001
China,Hydropower,State Grid Xinyuan Hydropower Co Ltd,6.08
China,Hydropower,Guangxi Guiguan Electric Power Co Ltd,6.01135
China,Hydropower,China Huadian Group Co Ltd,5.88545
China,Hydropower,Hong Kong Central Accounting Co Ltd,5.113149999999999
China,Hydropower,State Grid Corporation of China,5.0
China,Hydropower,Datang International Sichuan Power Generation Co Ltd,4.7
China,Hydropower,Guizhou Wujiang Energy Investment Co Ltd,4.59055
China,Hydropower,Datang Yunnan Power Generation Co Ltd,4.22
China,Hydropower,Huadian Yunnan Power Generation Co Ltd,4.084
China,Hydropower,Hubei Energy Group Co Ltd,3.87
China,Hydropower,Others,144.36668
China,Nuclear,China National Nuclear Power Co Ltd,23.573
China,Nuclear,CGNPC Nuclear Power Investment Co Ltd,8.886
China,Nuclear,China General Nuclear Power Co Ltd,8.496
China,Nuclear,Guangxi Fangchenggang CGN Nuclear Power Industry Investment Co Ltd,4.532
China,Nuclear,CGN Ninghe Investment Co Ltd,4.356
China,Nuclear,Taishan Nuclear Power Industry Investment Co Ltd,3.5
China,Nuclear,State Power Investment Nuclear Energy Co Ltd,2.5
China,Nuclear,Guandong Nuclear Power Joint Venture Co Ltd,2.01
China,Nuclear,State Nuclear Power Technology Co Ltd,1.534
China,Nuclear,Huaneng Nuclear Power Development Co Ltd,1.3
China,Nuclear,China Huaneng Group Co Ltd,0.211
China,Oil and gas,Huaneng Power International Inc,9.45172168
China,Oil and gas,Guangdong Electric Power Development Co Ltd,9.03035
China,Oil and gas,Huadian Power International Co Ltd,8.121159977622378
China,Oil and gas,Shenzhen Energy Group Co Ltd,7.329775
China,Oil and gas,Datang International Power Generation Co Ltd,6.00604
China,Oil and gas,China Huadian Corp Ltd,5.787587257317533
China,Oil and gas,China National Offshore Oil Corp,5.36097
China,Oil and gas,Zhejiang Zheneng Electric Power Co Ltd,4.9440100000000005
China,Oil and gas,Beijing Jingneng Clean Energy Co Ltd,4.526800000000001
China,Oil and gas,Shanghai Electric Power Co Ltd,4.22833
China,Oil and gas,Shenergy Co Ltd,3.6892
China,Oil and gas,Unknown,3.0038978535564236
China,Oil and gas,Chengdu Caihong Environmental Protection Technology Co Ltd,2.74
China,Oil and gas,State Power Investment Corp Ltd,2.5646
China,Oil and gas,Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd,2.3362642714570856
China,Oil and gas,China Shenhua Energy Co Ltd,2.036
China,Oil and gas,GCL Energy Technology Co Ltd,1.9296042057942058
China,Oil and gas,Jiangsu Guoxin Corp Ltd,1.77484
China,Oil and gas,Kunlun Energy Co Ltd,1.7390999999999999
China,Oil and gas,Wintime ENERGY Group Co Ltd,1.66
China,Oil and gas,Guangdong Hengjian Investment Holding Co Ltd,1.557056883116883
China,Oil and gas,Others,90.3409918711355
China,Utility-scale solar,Unknown,106.60771444487868
China,Utility-scale solar,Tianjin China Green Power Investment Co Ltd,10.390031452922077
China,Utility-scale solar,China Three Gorges Renewables (Group) Co Ltd,6.648344547483767
China,Utility-scale solar,China Nuclear Huineng Co Ltd,5.3959863920454545
China,Utility-scale solar,Huadian New Energy Group Co Ltd,5.293055355174514
China,Utility-scale solar,China Three Gorges New Energy (Group) Co Ltd,4.685908537743507
China,Utility-scale solar,China Huaneng Group Co Ltd,4.4802497562905845
China,Utility-scale solar,China Power International Development Co Ltd,3.7431498599837663
China,Utility-scale solar,Huaneng Power International Inc,3.579625812195617
China,Utility-scale solar,State Power Investment Corp Ltd,3.4748638315746754
China,Utility-scale solar,China Resources Power New Energy Investment Co Ltd,3.4007278003246757
China,Utility-scale solar,Huaneng Renewables Corp Ltd,3.381602440340909
China,Utility-scale solar,CECEP Solar Energy Technology Co Ltd,3.1610267386363637
China,Utility-scale solar,Huaneng Lancangjiang New Energy Co Ltd,3.1122420954545453
China,Utility-scale solar,Inner Mongolia Energy Group Co Ltd,3.0837341720779223
China,Utility-scale solar,Ningxia Longyuan New Energy Co Ltd,3.0
China,Utility-scale solar,Ningxia Power Investment Yongli (Zhongwei) New Energy Co Ltd,3.0
China,Utility-scale solar,China Guangdong Nuclear Solar Energy Development Co Ltd,2.96851953125
